lbp_4,lbp_6,hog_4517,prop_black,hog_2960,lbp_7,hog_5120,hog_5093,hog_4544,lbp_3,label
0.1142578125,0.0999755859375,0.0501044941435835,0.1458740234375,0.3296083155800067,0.060302734375,0.0269554470192005,0.0527040625643453,0.0369240844263934,0.1212158203125,0
0.08795166015625,0.0887451171875,0.0,0.47674560546875,0.0627332346586423,0.07208251953125,0.0,0.0,0.0,0.125732421875,1
0.12506103515625,0.124267578125,0.2203471151288358,0.0645751953125,0.0,0.0625,0.0,0.0,0.2508044656906672,0.1480712890625,0
0.08135986328125,0.0943603515625,0.0,0.6318359375,0.0,0.06201171875,0.0,0.0,0.0,0.12762451171875,1
0.1026611328125,0.11383056640625,0.0,0.34710693359375,0.0875952656235525,0.06207275390625,0.0,0.0,0.0,0.13922119140625,1
0.1199951171875,0.13311767578125,0.0302407420231733,0.2340087890625,0.2893267125059798,0.0623779296875,0.0383075694507355,0.0246754735515797,0.0386243093406471,0.1507568359375,0
0.10577392578125,0.1253662109375,0.0,0.0,0.0415767520262508,0.06011962890625,0.0,0.0,0.0,0.142333984375,0
0.1041259765625,0.129150390625,0.0,0.30731201171875,0.0735670869626813,0.05450439453125,0.0,0.0,0.0,0.139892578125,0
0.10400390625,0.11529541015625,0.0,0.207275390625,0.0,0.0706787109375,0.0,0.0,0.0,0.144775390625,1
0.08746337890625,0.10968017578125,0.0,0.52069091796875,0.0,0.06500244140625,0.0,0.0,0.0,0.14166259765625,1
0.103759765625,0.10809326171875,0.0,0.29156494140625,0.2741865546745898,0.07269287109375,0.0,0.0,0.0,0.1407470703125,1
0.0888671875,0.11773681640625,0.0,0.3756103515625,0.0,0.06158447265625,0.0,0.0,0.0,0.144775390625,1
0.11785888671875,0.13629150390625,0.0,0.0018310546875,0.0,0.05694580078125,0.0,0.0,0.0,0.1514892578125,0
0.081787109375,0.0999755859375,0.0,0.298828125,0.0,0.064208984375,0.0,0.0,0.0,0.13616943359375,1
0.10986328125,0.1219482421875,0.0,0.1864013671875,0.088029520598015,0.06744384765625,0.0,0.0,0.0,0.15203857421875,0
0.08074951171875,0.09320068359375,0.0,0.190185546875,0.0,0.0537109375,0.0,0.0,0.0,0.12078857421875,1
0.12164306640625,0.13079833984375,0.0726869116414081,0.0831298828125,0.3106186320110818,0.06121826171875,0.2299640920043721,0.254425915603263,0.061907897652709,0.154296875,0
0.106201171875,0.1220703125,0.0,0.14105224609375,0.0224588136346711,0.053955078125,0.0,0.0,0.0,0.14105224609375,0
0.10980224609375,0.11639404296875,0.0,0.20294189453125,0.0845851959779134,0.066650390625,0.0,0.0,0.0,0.1441650390625,1
0.1007080078125,0.1109619140625,0.0,0.236328125,0.0523528684248946,0.0621337890625,0.2265652913952232,0.2090938316177185,0.0,0.14263916015625,0
0.1087646484375,0.1258544921875,0.0,0.0869140625,0.0,0.0673828125,0.0,0.0,0.0,0.1466064453125,0
0.12640380859375,0.12890625,0.0,0.12579345703125,0.0,0.05914306640625,0.3096407430240207,0.2640110475672123,0.0,0.15289306640625,0
0.093994140625,0.1165771484375,0.2860776198375384,0.0379638671875,0.0,0.0645751953125,0.0,0.0,0.2966863160373327,0.14483642578125,0
0.11602783203125,0.13909912109375,0.0,0.19598388671875,0.0756939552043762,0.05615234375,0.2189501743408887,0.1576605573438261,0.0,0.15625,0
0.11431884765625,0.13348388671875,0.1019595030467324,0.09716796875,0.1517161105200409,0.0626220703125,0.0,0.0,0.1512014753528449,0.1552734375,0
0.11737060546875,0.13763427734375,0.1253025012877186,0.0357666015625,0.2699518109963443,0.060546875,0.0597665852409208,0.0626055347907808,0.1286389478675512,0.154052734375,0
0.1014404296875,0.105224609375,0.0,0.326171875,0.0,0.06500244140625,0.0,0.0,0.0,0.13262939453125,1
0.103271484375,0.111328125,0.0,0.25079345703125,0.0,0.0640869140625,0.0,0.0,0.0,0.1405029296875,1
0.0936279296875,0.10577392578125,0.0,0.28692626953125,0.2936344151442644,0.07073974609375,0.0,0.0,0.0,0.14654541015625,1
0.130615234375,0.13616943359375,0.0,0.054443359375,0.1167035309044903,0.05255126953125,0.0,0.0,0.0,0.15423583984375,0
