prop_black,mean_b,mean_g,mean_r,std_b,std_g,std_r,prop_dark_otsu,label
0.01959228515625,76.43121337890625,79.03887939453125,82.43927001953125,61.00484383658201,62.12721748128512,61.61866666360708,0.71014404296875,1
0.33624267578125,80.94903564453125,82.75372314453125,81.81658935546875,71.11894318590909,71.74657653632762,71.64925480116884,0.68658447265625,1
0.190185546875,63.83624267578125,67.311767578125,70.57275390625,59.50198060355467,61.28093899877008,61.18649713358741,0.76654052734375,1
0.36920166015625,58.7567138671875,61.94122314453125,65.68365478515625,56.47378567182814,58.19112313226599,57.90194167747271,0.74884033203125,1
0.597900390625,59.87457275390625,63.49237060546875,65.6658935546875,62.52785768173779,64.49293233136937,64.65465986922425,0.73345947265625,1
0.00079345703125,79.62255859375,83.70819091796875,94.1136474609375,59.37453736576741,59.625452380512286,57.574838985920074,0.73760986328125,1
0.6173095703125,60.64141845703125,61.7503662109375,62.6763916015625,59.70463101541788,60.57054627891386,60.25603039118075,0.7366943359375,1
0.314208984375,73.38916015625,75.62225341796875,78.14501953125,64.08305916047529,66.33000914137993,66.18435511443532,0.69189453125,1
0.099609375,89.02813720703125,91.5772705078125,92.65185546875,68.52809359036344,69.41699802790468,69.01024791903227,0.6387939453125,1
0.44195556640625,65.76849365234375,66.70556640625,68.97509765625,61.484673252345694,63.33033284203004,62.90655070089452,0.74591064453125,1
0.28448486328125,67.75830078125,71.454345703125,74.41534423828125,61.39668881864807,63.69188137117037,64.04405345245378,0.7308349609375,1
0.64996337890625,48.99066162109375,52.3807373046875,53.72772216796875,52.490754144942855,53.58076268517584,53.560278113893816,0.78118896484375,1
0.62164306640625,55.83172607421875,57.545166015625,58.9130859375,55.04798880152602,57.16211365384228,56.77433046074654,0.748046875,1
0.0196533203125,77.7969970703125,81.7647705078125,85.2281494140625,64.84123056676285,66.44397247764046,66.1323769632228,0.7232666015625,1
0.46826171875,70.56097412109375,71.80682373046875,72.44091796875,65.85454696069775,67.47752609679561,66.28947490323328,0.73046875,1
0.49554443359375,69.75518798828125,70.56744384765625,71.67803955078125,63.58283030626035,64.54043777026472,64.10974185067778,0.7020263671875,1
0.39764404296875,70.40838623046875,72.1912841796875,73.00189208984375,61.84462168949886,63.54109388821567,63.91083941217808,0.7178955078125,1
0.2044677734375,63.336181640625,64.60687255859375,68.61273193359375,57.27320801149473,58.116368261418785,58.08187232754853,0.7469482421875,1
0.614013671875,55.88592529296875,58.440673828125,60.45263671875,53.73929978112035,56.458566423465186,56.70800046965564,0.73052978515625,1
0.02947998046875,80.77667236328125,84.02301025390625,84.23297119140625,61.66214366361633,62.37206746708064,61.86328692251624,0.70318603515625,1
